show_id,title,type,platform,primary_genre,imdb_rating,rotten_tomatoes_score,duration_minutes,release_year,hours_watched_million,engagement,score,release_period,total_titles,avg_imdb,avg_rt,total_hours_watched_million,avg_budget,total_awards
s199,The Lincoln Lawyer,TV Show,Amazon Prime Video,Sci-Fi,5.8,64,,2023,1,1,6.04,Recent,873,6.85,68.19,83711,48.59,303
s200,The Empress,TV Show,Peacock,Anime,7.7,81,,2025,55,55,7.86,Recent,287,6.84,67.46,28260,,88
s201,In the Depths of Night,Movie,Peacock,Romance,6.1,66,123.0,2016,19,19,6.3,Recent,590,6.8,67.26,45855,19.1,187
s202,Bridgerton,TV Show,Crunchyroll,Sci-Fi,6.9,67,,2006,13,13,6.82,Mid,873,6.85,68.19,83711,48.59,303
s203,A Broken Promise,Movie,Netflix,Horror,7.2,80,116.0,2017,17,17,7.52,Recent,519,6.55,64.52,39706,21.33,128
s204,The Last Whisper,Movie,Amazon Prime Video,Adventure,6.3,58,135.0,2023,8,8,6.1,Recent,332,6.86,67.9,29049,19.63,104
s205,Between Two Worlds,Movie,Netflix,Romance,7.8,64,90.0,1995,57,57,7.24,Older,590,6.8,67.26,45855,19.1,187
s206,The Last Journey,Movie,HBO Max,Comedy,6.3,67,117.0,2016,7,7,6.46,Recent,2180,6.86,68.5,152111,20.3,694
s207,A Fragile Heart,Movie,Amazon Prime Video,Thriller,5.9,53,102.0,2000,295,295,5.66,Older,1155,6.79,67.52,83691,20.39,367
s208,The Empress,TV Show,HBO Max,Sci-Fi,5.7,61,,1991,8,8,5.86,Older,873,6.85,68.19,83711,48.59,303
s209,A Quiet Place,Movie,Paramount+,Action,6.0,69,103.0,2025,24,24,6.36,Recent,1078,6.78,67.18,72029,49.17,321
s210,In the Heart of Winter,Movie,Amazon Prime Video,Romance,6.8,67,103.0,1992,8,8,6.76,Older,590,6.8,67.26,45855,19.1,187
s211,Reacher: Return,TV Show,Netflix,Drama,7.5,78,,2010,32,32,7.62,Mid,2832,6.82,67.28,188250,20.92,853
s212,Between Us,Movie,Disney+,Action,4.9,53,102.0,2002,29,29,5.06,Older,1078,6.78,67.18,72029,49.17,321
s213,In the Shadow of Giants,Movie,Hulu,Romance,5.9,71,71.0,2025,25,25,6.38,Recent,590,6.8,67.26,45855,19.1,187
s214,When Night Comes,Movie,Amazon Prime Video,Documentary,7.3,60,109.0,2018,4,4,6.78,Recent,1065,6.91,68.65,61809,3.64,360
s215,Between Lives,Movie,Netflix,Drama,7.9,80,105.0,2016,3,3,7.94,Recent,2832,6.82,67.28,188250,20.92,853
s216,Bridgerton,TV Show,Disney+,Sports,7.7,80,,2024,514,514,7.82,Recent,76,6.82,68.59,11368,,26
s217,Eclipse,Movie,Amazon Prime Video,Drama,6.5,57,116.0,2012,132,132,6.18,Mid,2832,6.82,67.28,188250,20.92,853
s218,A Broken Promise,Movie,JioCinema,Thriller,7.5,58,116.0,2021,2,2,6.82,Recent,1155,6.79,67.52,83691,20.39,367
s219,The Last Light,Movie,Amazon Prime Video,Drama,6.4,52,60.0,2013,3,3,5.92,Mid,2832,6.82,67.28,188250,20.92,853
s220,When Love Breaks,Movie,Hulu,Action,6.9,69,141.0,1997,10,10,6.9,Older,1078,6.78,67.18,72029,49.17,321
s221,In the Heart of Winter,Movie,Amazon Prime Video,Mystery,6.7,59,92.0,2019,141,141,6.38,Recent,368,6.97,69.91,26928,18.61,156
s222,Between Lines,Movie,Disney+,Animation,7.4,78,104.0,2016,0,0,7.56,Recent,876,6.8,67.75,72738,52.61,267
s223,Beyond the Silence,Movie,Netflix,Drama,7.0,66,112.0,2006,23,23,6.84,Mid,2832,6.82,67.28,188250,20.92,853
s224,Paradox,Movie,Netflix,Comedy,7.9,68,132.0,2020,529,529,7.46,Recent,2180,6.86,68.5,152111,20.3,694
s225,The Night Agent: Uprising,TV Show,Disney+,Drama,7.2,65,,2016,12,12,6.92,Recent,2832,6.82,67.28,188250,20.92,853
s226,When You Return,Movie,Netflix,Drama,5.9,65,109.0,2017,163,163,6.14,Recent,2832,6.82,67.28,188250,20.92,853
s227,The Night Agent: Origins,TV Show,Netflix,Documentary,7.4,81,,2021,4,4,7.68,Recent,1065,6.91,68.65,61809,3.64,360
s228,The Marvelous Mrs,TV Show,Amazon Prime Video,Crime,4.9,49,,2001,7,7,4.9,Older,1002,6.83,68.01,65679,20.92,261
s229,Beyond the Silence,Movie,HBO Max,Horror,4.7,48,115.0,2023,21,21,4.74,Recent,519,6.55,64.52,39706,21.33,128
s230,Succession: Origins,TV Show,Amazon Prime Video,Drama,4.9,59,,2015,10,10,5.3,Mid,2832,6.82,67.28,188250,20.92,853
s231,The Morning Show,TV Show,HBO Max,Reality TV,7.4,75,,2006,13,13,7.44,Mid,618,6.56,65.36,37974,,146
s232,A Silent Echo,Movie,Hulu,Animation,7.7,79,93.0,2018,2,2,7.78,Recent,876,6.8,67.75,72738,52.61,267
s233,Beyond the Silence,Movie,Hulu,Horror,6.3,59,103.0,2021,0,0,6.14,Recent,519,6.55,64.52,39706,21.33,128
s234,Midnight,Movie,Netflix,Crime,8.1,82,123.0,2021,0,0,8.14,Recent,1002,6.83,68.01,65679,20.92,261
s235,Revelation,Movie,Apple TV+,Romance,5.3,56,139.0,2020,1,1,5.42,Recent,590,6.8,67.26,45855,19.1,187
s236,The White Lotus: Return,TV Show,Apple TV+,Animation,7.1,67,,2021,0,0,6.94,Recent,876,6.8,67.75,72738,52.61,267
s237,The Last Dance,Movie,Netflix,Drama,5.1,55,51.0,2019,6,6,5.26,Recent,2832,6.82,67.28,188250,20.92,853
s238,Fallout,TV Show,Disney+,Talk Show,5.8,54,,2018,276,276,5.64,Recent,138,6.73,66.49,11180,,49
s239,The Last Whisper,Movie,Netflix,Drama,7.7,67,89.0,2015,16,16,7.3,Mid,2832,6.82,67.28,188250,20.92,853
s240,The Gentlemen: Uprising,TV Show,HBO Max,Anime,8.2,69,,2022,12,12,7.68,Recent,287,6.84,67.46,28260,,88
s241,Between Lives,Movie,Paramount+,Drama,6.1,64,105.0,2024,11,11,6.22,Recent,2832,6.82,67.28,188250,20.92,853
s242,Mr. Robot,TV Show,Netflix,Thriller,6.3,60,,2026,10,10,6.18,Recent,1155,6.79,67.52,83691,20.39,367
s243,The Last Light,Movie,Hulu,Comedy,4.6,45,110.0,2019,39,39,4.56,Recent,2180,6.86,68.5,152111,20.3,694
s244,Between Two Worlds,Movie,Paramount+,Animation,4.8,46,122.0,1981,84,84,4.72,Older,876,6.8,67.75,72738,52.61,267
s245,The Last Dance,Movie,Netflix,Crime,8.2,90,106.0,2012,2,2,8.52,Mid,1002,6.83,68.01,65679,20.92,261
s246,When Love Breaks,Movie,Netflix,Drama,5.8,49,124.0,2014,162,162,5.44,Mid,2832,6.82,67.28,188250,20.92,853
s247,The Conductor,Movie,Amazon Prime Video,Comedy,7.4,85,132.0,2017,3,3,7.84,Recent,2180,6.86,68.5,152111,20.3,694
s248,A Broken Promise,Movie,Disney+,Thriller,6.4,62,95.0,2020,5,5,6.32,Recent,1155,6.79,67.52,83691,20.39,367
s249,A Silent Echo,Movie,Disney+,Animation,7.2,68,126.0,2022,1,1,7.04,Recent,876,6.8,67.75,72738,52.61,267
s250,Beyond Reality,Movie,HBO Max,Crime,8.3,88,144.0,2004,5,5,8.5,Older,1002,6.83,68.01,65679,20.92,261
s251,Vertigo,Movie,Hulu,Romance,6.5,60,133.0,2016,11,11,6.3,Recent,590,6.8,67.26,45855,19.1,187
s252,Dark: Legacy,TV Show,Disney+,Drama,6.8,54,,2023,18,18,6.24,Recent,2832,6.82,67.28,188250,20.92,853
s253,Between Us,Movie,Disney+,Thriller,6.5,66,82.0,2021,2,2,6.54,Recent,1155,6.79,67.52,83691,20.39,367
s254,The Marvelous Mrs,TV Show,HBO Max,Documentary,8.1,82,,2018,0,0,8.14,Recent,1065,6.91,68.65,61809,3.64,360
s255,Revelation,Movie,Hulu,Drama,6.4,55,141.0,2019,9,9,6.04,Recent,2832,6.82,67.28,188250,20.92,853
s256,The Last Summer,Movie,Netflix,Animation,6.5,71,98.0,2026,2770,2770,6.74,Recent,876,6.8,67.75,72738,52.61,267
s257,The Gentlemen,TV Show,Disney+,Comedy,5.9,63,,2020,34,34,6.06,Recent,2180,6.86,68.5,152111,20.3,694
s258,Beyond Reality,Movie,Amazon Prime Video,Adventure,4.8,44,109.0,2018,6,6,4.64,Recent,332,6.86,67.9,29049,19.63,104
s259,The Last Light,Movie,Hulu,Animation,8.2,86,84.0,2024,1,1,8.36,Recent,876,6.8,67.75,72738,52.61,267
s260,The Astronaut,Movie,Netflix,Romance,8.4,74,128.0,2025,0,0,8.0,Recent,590,6.8,67.26,45855,19.1,187
s261,The Astronaut,Movie,Disney+,Comedy,7.3,77,112.0,2022,30,30,7.46,Recent,2180,6.86,68.5,152111,20.3,694
s262,The Lincoln Lawyer,TV Show,HBO Max,Thriller,7.0,78,,2018,64,64,7.32,Recent,1155,6.79,67.52,83691,20.39,367
s263,A Silent Echo,Movie,Netflix,Drama,8.0,77,114.0,2022,0,0,7.88,Recent,2832,6.82,67.28,188250,20.92,853
s264,The Conductor,Movie,Disney+,Romance,6.3,75,110.0,1983,22,22,6.78,Older,590,6.8,67.26,45855,19.1,187
s265,In the Heart of Winter,Movie,Apple TV+,Crime,6.6,73,105.0,1983,35,35,6.88,Older,1002,6.83,68.01,65679,20.92,261
s266,The Recruit,TV Show,Disney+,Thriller,9.2,89,,2026,14,14,9.08,Recent,1155,6.79,67.52,83691,20.39,367
s267,The Marvelous Mrs,TV Show,Netflix,Comedy,4.6,42,,1991,0,0,4.44,Older,2180,6.86,68.5,152111,20.3,694
s268,Beyond Redemption,Movie,Amazon Prime Video,Comedy,6.1,51,118.0,2020,0,0,5.7,Recent,2180,6.86,68.5,152111,20.3,694
s269,Mr. Robot: Revenge,TV Show,Hulu,Reality TV,6.4,60,,2022,9,9,6.24,Recent,618,6.56,65.36,37974,,146
s270,Emily in Paris: Origins,TV Show,HBO Max,Animation,9.6,99,,2020,14,14,9.72,Recent,876,6.8,67.75,72738,52.61,267
s271,Between Lives,Movie,Netflix,Comedy,9.8,88,114.0,2021,8,8,9.4,Recent,2180,6.86,68.5,152111,20.3,694
s272,The Morning Show,TV Show,Disney+,Kids,5.8,63,,2013,329,329,6.0,Mid,388,6.81,67.13,28861,,114
s273,The Astronaut,Movie,Netflix,Animation,4.5,38,117.0,2017,2,2,4.22,Recent,876,6.8,67.75,72738,52.61,267
s274,The Oracle,Movie,Netflix,Adventure,7.9,76,61.0,2022,19,19,7.78,Recent,332,6.86,67.9,29049,19.63,104
s275,A Broken Promise,Movie,Netflix,Drama,8.3,99,83.0,2016,1,1,8.94,Recent,2832,6.82,67.28,188250,20.92,853
s276,Shogun,TV Show,Netflix,Comedy,7.2,77,,2013,1,1,7.4,Mid,2180,6.86,68.5,152111,20.3,694
s277,The Crown,TV Show,Disney+,Sports,5.1,60,,2001,127,127,5.46,Older,76,6.82,68.59,11368,,26
s278,When You Return,Movie,Netflix,Mystery,7.5,78,110.0,2017,3,3,7.62,Recent,368,6.97,69.91,26928,18.61,156
s279,In the Shadow of Giants,Movie,Amazon Prime Video,Animation,9.2,97,97.0,2020,89,89,9.4,Recent,876,6.8,67.75,72738,52.61,267
s280,In the Name of Love,Movie,Amazon Prime Video,Drama,6.9,61,101.0,2003,1,1,6.58,Older,2832,6.82,67.28,188250,20.92,853
s281,The Last Witness,Movie,Amazon Prime Video,Romance,7.0,73,84.0,2022,1,1,7.12,Recent,590,6.8,67.26,45855,19.1,187
s282,Succession,TV Show,Hulu,Comedy,5.5,46,,2016,81,81,5.14,Recent,2180,6.86,68.5,152111,20.3,694
s283,Ted Lasso,TV Show,Amazon Prime Video,Comedy,7.9,90,,2009,106,106,8.34,Mid,2180,6.86,68.5,152111,20.3,694
s284,Ozark: Return,TV Show,Disney+,Thriller,6.5,79,,2022,17,17,7.06,Recent,1155,6.79,67.52,83691,20.39,367
s285,Wednesday,TV Show,Paramount+,Crime,5.6,55,,2021,17,17,5.56,Recent,1002,6.83,68.01,65679,20.92,261
s286,Beyond Redemption,Movie,Disney+,Comedy,6.6,69,86.0,2011,18,18,6.72,Mid,2180,6.86,68.5,152111,20.3,694
s287,The Last Light,Movie,Apple TV+,Comedy,5.9,57,129.0,2026,0,0,5.82,Recent,2180,6.86,68.5,152111,20.3,694
s288,Eclipse,Movie,Amazon Prime Video,Adventure,7.7,76,97.0,2026,1,1,7.66,Recent,332,6.86,67.9,29049,19.63,104
s289,The Pilgrim,Movie,Netflix,Documentary,6.4,63,91.0,1985,0,0,6.36,Older,1065,6.91,68.65,61809,3.64,360
s290,A Dark Mirror,Movie,Amazon Prime Video,Action,6.8,76,131.0,2021,13,13,7.12,Recent,1078,6.78,67.18,72029,49.17,321
s291,A Quiet Place,Movie,Crunchyroll,Animation,7.8,96,93.0,2023,33,33,8.52,Recent,876,6.8,67.75,72738,52.61,267
s292,The Morning Show,TV Show,Amazon Prime Video,Sports,8.5,77,,2020,2,2,8.18,Recent,76,6.82,68.59,11368,,26
s293,Echoes,Movie,Netflix,Horror,6.9,74,117.0,2022,164,164,7.1,Recent,519,6.55,64.52,39706,21.33,128
s294,Beyond Redemption,Movie,HBO Max,Drama,8.9,85,116.0,2021,1,1,8.74,Recent,2832,6.82,67.28,188250,20.92,853
s295,Between Lives,Movie,Peacock,Animation,5.8,67,96.0,2019,33,33,6.16,Recent,876,6.8,67.75,72738,52.61,267
s296,Ted Lasso,TV Show,Amazon Prime Video,Animation,8.7,90,,2022,12,12,8.82,Recent,876,6.8,67.75,72738,52.61,267
s297,Beyond Reality,Movie,Amazon Prime Video,Horror,6.3,70,76.0,2024,37,37,6.58,Recent,519,6.55,64.52,39706,21.33,128
s298,The Oracle,Movie,Hulu,Sci-Fi,4.6,51,69.0,2024,85,85,4.8,Recent,873,6.85,68.19,83711,48.59,303
s299,A Broken Promise,Movie,Amazon Prime Video,Adventure,7.3,79,107.0,2024,5,5,7.54,Recent,332,6.86,67.9,29049,19.63,104
s300,The White Lotus: Legacy,TV Show,Netflix,Comedy,6.6,62,,2015,489,489,6.44,Mid,2180,6.86,68.5,152111,20.3,694
s301,Paradox,Movie,Amazon Prime Video,Crime,6.0,67,68.0,1991,3,3,6.28,Older,1002,6.83,68.01,65679,20.92,261
s302,In the Heart of Winter,Movie,HBO Max,Action,6.8,64,133.0,2011,4,4,6.64,Mid,1078,6.78,67.18,72029,49.17,321
s303,The Recruit,TV Show,Netflix,Crime,6.6,76,,2010,5,5,7.0,Mid,1002,6.83,68.01,65679,20.92,261
s304,Ozark,TV Show,Amazon Prime Video,Mystery,3.6,26,,2020,0,0,3.2,Recent,368,6.97,69.91,26928,18.61,156
s305,The Hunter,Movie,Netflix,Action,6.5,63,131.0,2016,32,32,6.42,Recent,1078,6.78,67.18,72029,49.17,321
s306,A Dark Mirror,Movie,Netflix,Crime,6.3,61,126.0,2006,51,51,6.22,Mid,1002,6.83,68.01,65679,20.92,261
s307,Beyond Reality,Movie,Amazon Prime Video,Drama,7.9,64,94.0,2020,1,1,7.3,Recent,2832,6.82,67.28,188250,20.92,853
s308,In the Name of Love,Movie,Paramount+,War,7.8,85,151.0,2013,8,8,8.08,Mid,102,6.88,68.19,7395,18.04,32
s309,When Love Breaks,Movie,Amazon Prime Video,Mystery,8.0,85,80.0,2004,8,8,8.2,Older,368,6.97,69.91,26928,18.61,156
s310,Kingdom,TV Show,Netflix,Reality TV,6.8,60,,1997,11,11,6.48,Older,618,6.56,65.36,37974,,146
s311,The Last of Us,TV Show,Disney+,Comedy,8.5,80,,1985,22,22,8.3,Older,2180,6.86,68.5,152111,20.3,694
s312,The Conductor,Movie,Hulu,Comedy,8.3,84,86.0,2024,26,26,8.34,Recent,2180,6.86,68.5,152111,20.3,694
s313,Mr. Robot,TV Show,Disney+,Crime,7.9,71,,2017,19,19,7.58,Recent,1002,6.83,68.01,65679,20.92,261
s314,The Diplomat: Revenge,TV Show,Disney+,Drama,6.9,79,,2021,9,9,7.3,Recent,2832,6.82,67.28,188250,20.92,853
s315,Between Lines,Movie,Apple TV+,Action,7.2,55,132.0,2020,34,34,6.52,Recent,1078,6.78,67.18,72029,49.17,321
s316,Between Tomorrow and Never,Movie,Paramount+,Horror,3.5,38,86.0,1996,3,3,3.62,Older,519,6.55,64.52,39706,21.33,128
s317,Severance: Legacy,TV Show,JioCinema,Anime,6.1,50,,2026,43,43,5.66,Recent,287,6.84,67.46,28260,,88
s318,Between Tomorrow and Never,Movie,Hulu,Action,5.3,59,113.0,2019,7,7,5.54,Recent,1078,6.78,67.18,72029,49.17,321
s319,The Hunter,Movie,Netflix,Drama,6.1,62,70.0,2026,1,1,6.14,Recent,2832,6.82,67.28,188250,20.92,853
s320,The Last Whisper,Movie,Paramount+,Crime,8.4,90,67.0,2017,122,122,8.64,Recent,1002,6.83,68.01,65679,20.92,261
s321,Eclipse,Movie,Apple TV+,Sci-Fi,7.9,81,159.0,2021,11,11,7.98,Recent,873,6.85,68.19,83711,48.59,303
s322,Between Us,Movie,Disney+,Adventure,6.1,49,93.0,2018,69,69,5.62,Recent,332,6.86,67.9,29049,19.63,104
s323,The Gentlemen,TV Show,Netflix,Sci-Fi,6.5,83,,2017,1,1,7.22,Recent,873,6.85,68.19,83711,48.59,303
s324,The Recruit,TV Show,Disney+,Drama,6.3,57,,2022,0,0,6.06,Recent,2832,6.82,67.28,188250,20.92,853
s325,A Fragile Heart,Movie,Netflix,War,6.6,72,114.0,2011,3,3,6.84,Mid,102,6.88,68.19,7395,18.04,32
s326,The Last of Us: Revenge,TV Show,HBO Max,Crime,6.6,69,,2020,1,1,6.72,Recent,1002,6.83,68.01,65679,20.92,261
s327,The Bear,TV Show,Paramount+,Game Show,7.7,78,,1992,0,0,7.74,Older,139,6.78,66.91,8621,,32
s328,The Astronaut,Movie,HBO Max,Comedy,6.7,71,103.0,2014,46,46,6.86,Mid,2180,6.86,68.5,152111,20.3,694
s329,Kingdom,TV Show,Apple TV+,Sci-Fi,5.6,60,,2024,0,0,5.76,Recent,873,6.85,68.19,83711,48.59,303
s330,A Fragile Heart,Movie,Disney+,Crime,5.8,43,99.0,2011,29,29,5.2,Mid,1002,6.83,68.01,65679,20.92,261
s331,The Night Agent,TV Show,HBO Max,Reality TV,7.3,70,,2012,0,0,7.18,Mid,618,6.56,65.36,37974,,146
s332,Mr. Robot: Legacy,TV Show,Apple TV+,Comedy,8.6,83,,2013,1,1,8.48,Mid,2180,6.86,68.5,152111,20.3,694
s333,Beyond Redemption,Movie,HBO Max,Crime,6.6,64,118.0,2000,1,1,6.52,Older,1002,6.83,68.01,65679,20.92,261
s334,The Pilgrim,Movie,Hulu,Action,6.0,69,116.0,2026,29,29,6.36,Recent,1078,6.78,67.18,72029,49.17,321
s335,A Broken Promise,Movie,Paramount+,Documentary,6.5,73,131.0,2020,1,1,6.82,Recent,1065,6.91,68.65,61809,3.64,360
s336,Kingdom,TV Show,Netflix,Drama,6.7,59,,2022,29,29,6.38,Recent,2832,6.82,67.28,188250,20.92,853
s337,The Last Summer,Movie,Netflix,Drama,5.9,68,138.0,2025,0,0,6.26,Recent,2832,6.82,67.28,188250,20.92,853
s338,The White Lotus,TV Show,Disney+,Crime,6.0,62,,2013,2,2,6.08,Mid,1002,6.83,68.01,65679,20.92,261
s339,The Astronaut,Movie,Netflix,Drama,6.4,73,112.0,2013,34,34,6.76,Mid,2832,6.82,67.28,188250,20.92,853
s340,Reacher: Origins,TV Show,Netflix,Anime,8.4,75,,2012,3,3,8.04,Mid,287,6.84,67.46,28260,,88
s341,The Diplomat: Legacy,TV Show,Disney+,Mystery,5.3,53,,1986,35,35,5.3,Older,368,6.97,69.91,26928,18.61,156
s342,The Marvelous Mrs,TV Show,Paramount+,Comedy,5.3,56,,2019,29,29,5.42,Recent,2180,6.86,68.5,152111,20.3,694
s343,In the Shadow of Giants,Movie,Apple TV+,Action,6.7,61,74.0,2019,0,0,6.46,Recent,1078,6.78,67.18,72029,49.17,321
s344,A Silent Echo,Movie,JioCinema,Comedy,7.4,65,129.0,2014,8,8,7.04,Mid,2180,6.86,68.5,152111,20.3,694
s345,A Quiet Place,Movie,Amazon Prime Video,Action,6.2,64,133.0,2019,247,247,6.28,Recent,1078,6.78,67.18,72029,49.17,321
s346,When We Were Young,Movie,Hulu,Documentary,9.1,78,121.0,2005,0,0,8.58,Older,1065,6.91,68.65,61809,3.64,360
s347,The White Lotus: Uprising,TV Show,HBO Max,Anime,6.4,52,,2015,0,0,5.92,Mid,287,6.84,67.46,28260,,88
s348,Between Us,Movie,Netflix,Drama,5.6,67,86.0,1999,10,10,6.04,Older,2832,6.82,67.28,188250,20.92,853
s349,When the Stars Fall,Movie,Amazon Prime Video,Sci-Fi,6.7,72,118.0,2008,60,60,6.9,Mid,873,6.85,68.19,83711,48.59,303
s350,The Lincoln Lawyer,TV Show,Peacock,Animation,7.8,85,,1995,82,82,8.08,Older,876,6.8,67.75,72738,52.61,267
s351,The Conductor,Movie,Hulu,Animation,7.7,76,77.0,2020,26,26,7.66,Recent,876,6.8,67.75,72738,52.61,267
s352,Severance,TV Show,Disney+,Drama,5.2,63,,2020,105,105,5.64,Recent,2832,6.82,67.28,188250,20.92,853
s353,Between Lives,Movie,Netflix,Action,9.3,95,75.0,1997,11,11,9.38,Older,1078,6.78,67.18,72029,49.17,321
s354,The Last Witness,Movie,HBO Max,Drama,7.9,79,103.0,2026,449,449,7.9,Recent,2832,6.82,67.28,188250,20.92,853
s355,The Marvelous Mrs,TV Show,Hulu,Anime,5.7,48,,2021,15,15,5.34,Recent,287,6.84,67.46,28260,,88
s356,Beyond the Silence,Movie,Apple TV+,Romance,5.6,53,80.0,2017,13,13,5.48,Recent,590,6.8,67.26,45855,19.1,187
s357,The Last of Us,TV Show,Netflix,Drama,7.3,67,,2018,132,132,7.06,Recent,2832,6.82,67.28,188250,20.92,853
s358,Beyond Reality,Movie,Netflix,Sci-Fi,7.1,66,86.0,2026,36,36,6.9,Recent,873,6.85,68.19,83711,48.59,303
s359,Dark,TV Show,Disney+,Anime,7.8,74,,2020,40,40,7.64,Recent,287,6.84,67.46,28260,,88
s360,A Fragile Heart,Movie,Amazon Prime Video,Drama,8.0,96,150.0,2025,8,8,8.64,Recent,2832,6.82,67.28,188250,20.92,853
s361,The Sandman,TV Show,Netflix,Crime,6.3,73,,2005,6,6,6.7,Older,1002,6.83,68.01,65679,20.92,261
s362,Emily in Paris,TV Show,Disney+,Comedy,9.1,86,,1998,2,2,8.9,Older,2180,6.86,68.5,152111,20.3,694
s363,Squid Game,TV Show,HBO Max,Crime,8.8,97,,2021,0,0,9.16,Recent,1002,6.83,68.01,65679,20.92,261
s364,Beyond Forever,Movie,Disney+,Comedy,9.3,81,100.0,1981,56,56,8.82,Older,2180,6.86,68.5,152111,20.3,694
s365,The Last Light,Movie,Netflix,Adventure,7.2,61,95.0,1983,12,12,6.76,Older,332,6.86,67.9,29049,19.63,104
s366,The Pilgrim,Movie,Amazon Prime Video,Adventure,6.8,75,117.0,1981,13,13,7.08,Older,332,6.86,67.9,29049,19.63,104
s367,Stranger Things,TV Show,Netflix,Animation,7.2,70,,2019,10,10,7.12,Recent,876,6.8,67.75,72738,52.61,267
s368,The Cartographer,Movie,Apple TV+,Horror,7.2,59,154.0,2021,4,4,6.68,Recent,519,6.55,64.52,39706,21.33,128
s369,Black Mirror,TV Show,HBO Max,Reality TV,8.3,75,,2015,11,11,7.98,Mid,618,6.56,65.36,37974,,146
s370,Beyond the Silence,Movie,Disney+,Comedy,7.9,76,155.0,2026,0,0,7.78,Recent,2180,6.86,68.5,152111,20.3,694
s371,The Crown,TV Show,Amazon Prime Video,Comedy,7.6,76,,2017,102,102,7.6,Recent,2180,6.86,68.5,152111,20.3,694
s372,Money Heist,TV Show,Amazon Prime Video,Documentary,9.5,99,,1991,0,0,9.66,Older,1065,6.91,68.65,61809,3.64,360
s373,Beyond Reality,Movie,Amazon Prime Video,Adventure,6.5,74,76.0,2009,57,57,6.86,Mid,332,6.86,67.9,29049,19.63,104
s374,The Astronaut,Movie,Hulu,Thriller,6.0,54,103.0,2020,0,0,5.76,Recent,1155,6.79,67.52,83691,20.39,367
s375,The Morning Show,TV Show,Netflix,Reality TV,4.1,54,,2022,1,1,4.62,Recent,618,6.56,65.36,37974,,146
s376,Squid Game,TV Show,Paramount+,Crime,6.5,65,,1988,27,27,6.5,Older,1002,6.83,68.01,65679,20.92,261
s377,The Night Agent,TV Show,HBO Max,Reality TV,8.3,78,,2002,23,23,8.1,Older,618,6.56,65.36,37974,,146
s378,Peaky Blinders,TV Show,Netflix,Drama,8.0,81,,2011,107,107,8.04,Mid,2832,6.82,67.28,188250,20.92,853
s379,When Love Breaks,Movie,Netflix,Animation,8.3,82,83.0,1999,55,55,8.26,Older,876,6.8,67.75,72738,52.61,267
s380,Kingdom: Revenge,TV Show,HBO Max,Drama,9.1,99,,2013,47,47,9.42,Mid,2832,6.82,67.28,188250,20.92,853
s381,The Last Whisper,Movie,Apple TV+,Adventure,9.0,77,150.0,2010,12,12,8.48,Mid,332,6.86,67.9,29049,19.63,104
s382,Labyrinth,Movie,Amazon Prime Video,Sci-Fi,4.6,47,98.0,2026,8,8,4.64,Recent,873,6.85,68.19,83711,48.59,303
s383,Beyond Shadows,Movie,Netflix,Thriller,7.1,80,105.0,2021,0,0,7.46,Recent,1155,6.79,67.52,83691,20.39,367
s384,Echoes,Movie,HBO Max,Mystery,7.2,87,119.0,2014,0,0,7.8,Mid,368,6.97,69.91,26928,18.61,156
s385,Wednesday,TV Show,Amazon Prime Video,Drama,4.8,37,,2020,0,0,4.36,Recent,2832,6.82,67.28,188250,20.92,853
s386,Echoes,Movie,Hulu,Thriller,7.4,82,87.0,2021,0,0,7.72,Recent,1155,6.79,67.52,83691,20.39,367
s387,The Recruit,TV Show,Amazon Prime Video,Kids,7.6,78,,2015,8,8,7.68,Mid,388,6.81,67.13,28861,,114
s388,Between Lives,Movie,HBO Max,Romance,6.6,68,101.0,2009,1,1,6.68,Mid,590,6.8,67.26,45855,19.1,187
s389,Eclipse,Movie,Amazon Prime Video,War,7.6,86,123.0,2021,0,0,8.0,Recent,102,6.88,68.19,7395,18.04,32
s390,Bridgerton,TV Show,Netflix,Comedy,5.4,45,,2024,2,2,5.04,Recent,2180,6.86,68.5,152111,20.3,694
s391,Between Lives,Movie,Netflix,Animation,9.0,97,95.0,2024,37,37,9.28,Recent,876,6.8,67.75,72738,52.61,267
s392,Beyond Reality,Movie,Disney+,Action,7.6,69,80.0,2015,0,0,7.32,Mid,1078,6.78,67.18,72029,49.17,321
s393,The Queen's Gambit,Movie,Paramount+,Romance,6.6,72,112.0,2021,8,8,6.84,Recent,590,6.8,67.26,45855,19.1,187
s394,Kingdom,TV Show,Hulu,Comedy,6.6,61,,2021,0,0,6.4,Recent,2180,6.86,68.5,152111,20.3,694
s395,When Night Comes,Movie,Netflix,Drama,7.7,81,104.0,2003,3,3,7.86,Older,2832,6.82,67.28,188250,20.92,853
s396,Revelation,Movie,Netflix,Sci-Fi,8.0,82,80.0,2016,149,149,8.08,Recent,873,6.85,68.19,83711,48.59,303
s397,Between Two Worlds,Movie,Paramount+,Crime,7.9,75,166.0,2026,73,73,7.74,Recent,1002,6.83,68.01,65679,20.92,261
s398,Emily in Paris: Uprising,TV Show,Disney+,Comedy,7.8,90,,2017,86,86,8.28,Recent,2180,6.86,68.5,152111,20.3,694
s399,When Night Comes,Movie,Apple TV+,Horror,6.4,52,103.0,2014,6,6,5.92,Mid,519,6.55,64.52,39706,21.33,128
